2024-12-30 08:28:49,360 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2024-12-30 08:28:49,360 - lightrag - INFO - Load KV llm_response_cache with 0 data
2024-12-30 08:28:49,361 - lightrag - INFO - Load KV full_docs with 0 data
2024-12-30 08:28:49,361 - lightrag - INFO - Load KV text_chunks with 0 data
2024-12-30 08:28:50,459 - lightrag - INFO - [New Docs] inserting 38 docs
2024-12-30 08:28:51,035 - lightrag - INFO - [New Chunks] inserting 66 chunks
2024-12-30 08:28:51,036 - lightrag - INFO - Inserting 66 vectors to chunks
2024-12-30 08:28:56,951 - lightrag - INFO - [Entity Extraction]...
2024-12-30 08:41:28,696 - lightrag - INFO - Inserting 3203 vectors to entities
2024-12-30 08:42:17,440 - lightrag - INFO - Inserting 4189 vectors to relationships
2024-12-30 08:43:13,251 - lightrag - INFO - [Entity Extraction Finish]...
2024-12-30 08:43:13,251 - lightrag - INFO - [Upsert Finish]...
2024-12-30 08:43:13,672 - lightrag - INFO - Writing graph with 3753 nodes, 4189 edges
2024-12-30 08:43:41,846 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2024-12-30 08:43:41,858 - lightrag - INFO - Load KV llm_response_cache with 198 data
2024-12-30 08:43:41,861 - lightrag - INFO - Load KV full_docs with 38 data
2024-12-30 08:43:41,863 - lightrag - INFO - Load KV text_chunks with 66 data
2024-12-30 08:43:42,200 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:00:15,823 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:00:15,826 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:00:15,829 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:00:15,975 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:00:16,274 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-14 03:00:16,688 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:00:16,773 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:00:16,808 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:00:16,832 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:00:16,836 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:00:16,840 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:00:17,145 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:00:17,628 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:00:17,717 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:05:20,172 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:05:20,186 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:05:20,190 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:05:20,193 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:05:20,473 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:05:20,746 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:05:20,759 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:05:20,762 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:05:20,765 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:05:20,891 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:05:24,172 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:05:24,193 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:05:24,195 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:05:24,198 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:05:24,330 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:05:24,598 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-14 03:05:27,277 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:05:27,338 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:05:27,372 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:05:27,395 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:05:27,399 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:05:27,404 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:05:27,749 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:05:28,449 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:05:28,536 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:05:55,325 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:05:55,339 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:05:55,342 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:05:55,344 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:05:55,469 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:05:55,726 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:05:55,739 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:05:55,741 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:05:55,744 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:05:56,061 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:05:56,336 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:05:56,353 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:05:56,356 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:05:56,358 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:05:56,490 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:05:56,932 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-14 03:05:57,160 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:05:57,245 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:05:57,267 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:05:57,281 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:05:57,283 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:05:57,286 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:05:57,646 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:05:58,162 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:05:58,243 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:06:05,281 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:06:05,295 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:06:05,298 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:06:05,300 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:06:05,579 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:06:05,855 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:06:05,868 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:06:05,870 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:06:05,873 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:06:06,004 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:06:08,692 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:06:08,714 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:06:08,717 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:06:08,719 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:06:08,851 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:06:09,113 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-14 03:06:10,189 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:06:10,260 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:06:10,295 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:06:10,319 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:06:10,323 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:06:10,327 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:06:10,630 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:06:11,382 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:06:11,472 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:07:47,437 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:07:47,454 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:07:47,457 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:07:47,460 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:07:47,593 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:07:47,867 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:07:47,880 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:07:47,883 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:07:47,886 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:07:48,201 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:07:48,465 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:07:48,481 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:07:48,484 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:07:48,487 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:07:48,779 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:07:49,039 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-14 03:07:49,276 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:07:49,368 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:07:49,389 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:07:49,403 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:07:49,406 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:07:49,409 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:07:49,700 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:07:50,165 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:07:50,217 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:09:00,089 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:09:00,103 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:09:00,106 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:09:00,108 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:09:00,234 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:09:00,491 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:09:00,504 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:09:00,507 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:09:00,510 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:09:00,801 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:09:01,077 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:09:01,091 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:09:01,095 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:09:01,098 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:09:01,224 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:09:01,488 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-14 03:09:01,878 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:09:01,967 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:09:02,003 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:09:02,019 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:09:02,022 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:09:02,025 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:09:02,327 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:09:02,817 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:09:02,906 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:09:24,882 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:09:24,895 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:09:24,898 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:09:24,901 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:09:25,028 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:09:25,287 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:09:25,300 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:09:25,303 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:09:25,306 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:09:25,593 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:09:25,852 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:09:25,869 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:09:25,873 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:09:25,876 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:09:26,002 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:09:26,263 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-14 03:09:26,637 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:09:26,735 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:09:26,760 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:09:26,775 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:09:26,779 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:09:26,783 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:09:27,095 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:09:27,576 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:09:27,633 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:10:22,534 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:10:22,549 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:10:22,552 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:10:22,555 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:10:22,683 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:10:22,941 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:10:22,954 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:10:22,957 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:10:22,960 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:10:23,255 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:10:23,535 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:10:23,552 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:10:23,555 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:10:23,557 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:10:23,682 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:10:23,937 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-14 03:10:24,317 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:10:24,411 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:10:24,446 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:10:24,470 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:10:24,474 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:10:24,479 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:10:24,817 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:10:25,331 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:10:25,414 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:10:37,160 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:10:37,175 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:10:37,177 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:10:37,180 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:10:37,307 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:10:37,565 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:10:37,578 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:10:37,581 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:10:37,584 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:10:37,872 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:10:38,127 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:10:38,142 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:10:38,146 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:10:38,149 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:10:38,283 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:10:38,542 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-14 03:10:38,964 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:10:39,030 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:10:39,051 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:10:39,072 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:10:39,077 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:10:39,081 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:10:39,404 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:10:39,917 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:10:39,998 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:11:02,363 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:11:02,377 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:11:02,380 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:11:02,383 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:11:02,511 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:11:02,768 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:11:02,782 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:11:02,784 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:11:02,787 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:11:03,078 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:11:03,357 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:11:03,371 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:11:03,374 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:11:03,377 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:11:03,501 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:11:03,755 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-14 03:11:04,125 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:11:04,210 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:11:04,244 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:11:04,267 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:11:04,271 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:11:04,273 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:11:04,599 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:11:05,122 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:11:05,181 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:11:36,050 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:11:36,063 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:11:36,066 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:11:36,069 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:11:36,194 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:11:36,451 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:11:36,464 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:11:36,467 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:11:36,470 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:11:36,752 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:11:37,009 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:11:37,023 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:11:37,028 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:11:37,031 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:11:37,156 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:11:37,420 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-14 03:11:37,796 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:11:37,883 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:11:37,918 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:11:37,941 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:11:37,946 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:11:37,950 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:11:38,246 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:11:38,719 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
2025-02-14 03:11:38,807 - lightrag - INFO - Global query uses 4 entites, 60 relations, 2 text units
2025-02-14 03:11:46,705 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:11:46,719 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:11:46,722 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:11:46,724 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:11:46,851 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:11:47,105 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:11:47,119 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:11:47,121 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:11:47,124 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:11:47,411 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:11:47,688 - lightrag - INFO - Logger initialized for working directory: ./dickens1
2025-02-14 03:11:47,703 - lightrag - INFO - Load KV llm_response_cache with 1180 data
2025-02-14 03:11:47,706 - lightrag - INFO - Load KV full_docs with 38 data
2025-02-14 03:11:47,709 - lightrag - INFO - Load KV text_chunks with 66 data
2025-02-14 03:11:47,835 - lightrag - INFO - Loaded graph from ./dickens1/graph_chunk_entity_relation.graphml with 3753 nodes, 4189 edges
2025-02-14 03:11:48,089 - lightrag - INFO - Creating a new event loop in main thread.
2025-02-14 03:11:48,461 - lightrag - INFO - Local query uses 60 entites, 187 relations, 0 text units
